,symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
0,GOOGL,2004-08-19,0.00319954951728,0.00329980241121,0.00310182175789,0.00321221297435,44659000,0.00257158486124,0.0,50.220219,0.0,1095.170044,1095.170044,1086.280029,1091.22998,1249400000.0,1091.22998
1,GOOGL,2004-08-20,0.0032318651597,0.00345898946641,0.00324857335732,0.00346735898555,22834300,0.0027758457958,3.988991,52.214714,1.994496,1091.22998,1100.26001,1089.569946,1098.349976,1199900000.0,1098.349976
2,GOOGL,2004-08-23,0.0035435012218,0.00359851599676,0.00352494442107,0.00350225333838,18256100,0.00280378101233,0.545544,53.061394,1.69336,1098.349976,1101.400024,1094.72998,1095.680054,1021900000.0,1095.680054
3,GOOGL,2004-08-24,0.00355917888661,0.00353890011561,0.00334780841461,0.00335723328442,15247300,0.00268768301359,-2.267266,52.917918,0.43043,1095.680054,1100.939941,1092.819946,1096.189941,1092500000.0,1096.189941
4,GOOGL,2004-08-25,0.00335824720692,0.00342474217216,0.00335782888944,0.00339340839275,9188600,0.00271664353117,0.565567,52.944945,0.10811,1096.189941,1106.290039,1093.23999,1104.959961,1192200000.0,1104.959961
5,GOOGL,2004-08-26,0.00335792725196,0.00342315667512,0.00338304156779,0.0034545537355,7094800,0.00276559437261,0.955956,53.122289,0.886722,1104.959961,1106.780029,1102.459961,1105.089966,1023600000.0,1105.089966
6,GOOGL,2004-08-27,0.00345871303077,0.00344440272871,0.00341633559747,0.00339821025748,6211700,0.00272048778286,-0.880882,53.123123,0.005006,1105.089966,1109.680054,1104.619995,1107.77002,845400000.0,1107.77002
7,GOOGL,2004-08-30,0.00336848576547,0.00334514862871,0.00329738279932,0.00326567532072,5196700,0.00261438497166,-2.072071,52.86474,1.808682,1107.77002,1107.77002,1099.150024,1099.150024,843100000.0,1099.150024
8,GOOGL,2004-08-31,0.00327313931689,0.00328870374164,0.00330223128688,0.00327720007138,4917800,0.00262361124741,0.180179,52.683795,1.447558,1099.150024,1104.23999,1094.719971,1104.23999,1138200000.0,1104.23999
9,GOOGL,2004-09-01,0.00328593745109,0.00326523801122,0.00322174424709,0.0032093318427,9138200,0.0025692783307,-1.061062,52.432933,2.257758,1104.23999,1109.23999,1099.180054,1105.910034,1142100000.0,1105.910034
10,GOOGL,2004-09-02,0.00317363329391,0.00324621163446,0.00319814774204,0.00324966858207,15118600,0.00260157052625,0.630631,52.285012,1.685686,1105.910034,1119.109985,1105.599976,1118.310059,1118400000.0,1118.310059
11,GOOGL,2004-09-03,0.00322994523799,0.00322623397216,0.00321043084009,0.00320164862224,5152400,0.00256312739486,-0.750752,52.099182,2.021022,1118.310059,1120.800049,1113.569946,1113.630005,924170000.0,1113.630005
12,GOOGL,2004-09-07,0.0032318651597,0.00323447875339,0.003219804865,0.00325190944801,5847500,0.00260336448307,0.785786,52.002386,0.843845,1113.630005,1124.079956,1113.630005,1121.300049,1214400000.0,1121.300049
13,GOOGL,2004-09-08,0.00322322634392,0.0032671405823,0.00324857335732,0.00327495920545,4985600,0.0026218172906,0.360363,51.945159,0.354853,1121.300049,1123.050049,1116.27002,1116.27002,1246300000.0,1116.27002
14,GOOGL,2004-09-09,0.00328049808888,0.00325699319827,0.00326473551048,0.00327527930628,4061700,0.00262207357746,0.005005,51.895896,0.165163,1116.27002,1121.300049,1113.619995,1118.380005,1371300000.0,1118.380005
15,GOOGL,2004-09-10,0.00325074227807,0.00337907884891,0.00327443251792,0.00337195926756,8698800,0.00269947215794,1.511509,51.94726,1.475475,1118.380005,1125.26001,1114.390015,1123.920044,1261200000.0,1123.920044
16,GOOGL,2004-09-13,0.00341167984437,0.00343774341281,0.0034412250347,0.00344142812849,7844100,0.00275508645774,1.086086,52.056468,2.493994,1123.920044,1129.780029,1123.349976,1125.819946,1299800000.0,1125.819946
17,GOOGL,2004-09-14,0.00343791599069,0.0035515845042,0.00345189199178,0.00356916116851,10828900,0.00285734506846,1.996998,52.264487,4.016518,1125.819946,1129.459961,1124.719971,1128.329956,1204500000.0,1128.329956
18,GOOGL,2004-09-15,0.00353742198167,0.00362229905492,0.00356211721494,0.00358548804001,10713000,0.00287041580072,0.255257,52.464043,3.789793,1128.329956,1128.329956,1119.819946,1120.369995,1256000000.0,1120.369995
19,GOOGL,2004-09-16,0.00359437405964,0.00367208465779,0.00360898727484,0.00364855414785,9266300,0.00292090431212,0.985985,52.692943,4.089091,1120.369995,1126.060059,1120.369995,1123.5,1113900000.0,1123.5
20,GOOGL,2004-09-17,0.00366092475425,0.00372567543455,0.00367040308834,0.00376124084778,9472500,0.0030111172868,1.76176,52.983936,5.051051,1123.5,1130.140015,1123.5,1128.550049,1422600000.0,1128.550049
21,GOOGL,2004-09-20,0.00374187332586,0.0038560060884,0.00377448663318,0.00382110569113,10628700,0.00305904298081,0.935936,53.291018,5.018519,1128.550049,1128.550049,1120.339966,1122.199951,1197600000.0,1122.199951
22,GOOGL,2004-09-21,0.00383338041097,0.00381858757809,0.00379840637936,0.00377244546559,7228700,0.0030200873269,-0.760761,53.538321,3.443944,1122.199951,1131.540039,1122.199951,1129.300049,1325000000.0,1129.300049
23,GOOGL,2004-09-22,0.00375627120284,0.00379480448823,0.00377577956535,0.00378973270363,7581200,0.00303392686854,0.270271,53.776276,2.90941,1129.300049,1129.300049,1112.670044,1113.560059,1379900000.0,1113.560059
24,GOOGL,2004-09-23,0.00380234481234,0.00388866791731,0.00378256772592,0.00386784515157,8535600,0.00309646096476,1.221222,54.044044,3.204206,1113.560059,1113.609985,1108.050049,1108.359985,1286300000.0,1108.359985
25,GOOGL,2004-09-24,0.00386953519289,0.0039352825261,0.00387113582612,0.00383615206323,9123400,0.00307108856563,-0.495495,54.272157,1.982985,1108.359985,1113.810059,1108.359985,1110.109985,1255400000.0,1110.109985
26,GOOGL,2004-09-27,0.0038253815051,0.00383317431578,0.00380778040427,0.00378589120545,7066100,0.00303085152863,-0.785785,54.454269,0.658661,1110.109985,1110.109985,1103.23999,1103.52002,1263500000.0,1103.52002
27,GOOGL,2004-09-28,0.00388105376324,0.00403992729702,0.00388568157971,0.00406120533023,16929000,0.00325125833055,4.304302,54.777098,4.193694,1103.52002,1111.77002,1101.290039,1110.060059,1396600000.0,1110.060059
28,GOOGL,2004-09-29,0.00405382937491,0.00428156178401,0.0040802726715,0.00419630152189,30516400,0.00335941159025,2.112114,55.150495,5.350853,1110.060059,1114.800049,1107.420044,1114.800049,1402900000.0,1114.800049
29,GOOGL,2004-09-30,0.0041562148965,0.00419530917834,0.00416981075367,0.00414892201984,13758000,0.0033214812374,-0.740738,55.474307,3.827832,1114.800049,1116.310059,1109.680054,1114.579956,1748000000.0,1114.579956
30,GOOGL,2004-10-01,0.00418501061847,0.00425682766229,0.00416657792222,0.00424432125763,15124800,0.00339785451682,1.491486,55.825341,4.564063,1114.579956,1131.640015,1114.579956,1131.5,1582200000.0,1131.5
31,GOOGL,2004-10-04,0.00432739102135,0.00434022637962,0.00433240100654,0.00432371420496,13022700,0.00346141370928,1.241241,56.193224,5.019518,1131.5,1140.130005,1131.5,1135.170044,1534000000.0,1135.170044
32,GOOGL,2004-10-05,0.00430851364702,0.0043928660928,0.00427454078076,0.00442967853117,14973200,0.00354624501834,1.656662,56.589013,5.648652,1135.170044,1137.869995,1132.030029,1134.47998,1418400000.0,1134.47998
33,GOOGL,2004-10-06,0.00440098030904,0.00439032931022,0.00439607944325,0.00438838142525,13381400,0.00351318401342,-0.645645,56.942531,4.067071,1134.47998,1142.050049,1132.939941,1142.050049,1416700000.0,1142.050049
34,GOOGL,2004-10-07,0.00438082314688,0.00443567527403,0.00441385773738,0.00444504452391,14115000,0.00355854648038,0.885879,57.301158,4.050548,1142.050049,1142.050049,1130.5,1130.650024,1447500000.0,1130.650024
35,GOOGL,2004-10-08,0.00443841510275,0.00442933331757,0.00442904971462,0.00440919002863,11069500,0.00352984265931,-0.560554,57.624291,2.594098,1130.650024,1132.920044,1120.189941,1122.140015,1291600000.0,1122.140015
36,GOOGL,2004-10-11,0.00438338272252,0.0044033303289,0.00432658231075,0.00433011718214,10472100,0.00346653970251,-1.236237,57.896545,0.50701,1122.140015,1126.199951,1122.140015,1124.390015,943800000.0,1124.390015
37,GOOGL,2004-10-12,0.00430147431805,0.00436369211005,0.00431203681575,0.00439862542042,11665500,0.00352138498811,1.071068,58.182656,1.05055,1124.390015,1124.390015,1115.77002,1121.839966,1320100000.0,1121.839966
38,GOOGL,2004-10-13,0.00458559470198,0.004552053148,0.00452796153078,0.00451067211075,19766200,0.0036110856451,1.751755,58.499012,2.310813,1121.839966,1127.01001,1109.630005,1113.650024,1546200000.0,1113.650024
39,GOOGL,2004-10-14,0.00451168494741,0.00451495171173,0.00447882910626,0.00454588634032,10442100,0.00363927694366,0.550545,58.813313,2.240738,1113.650024,1114.959961,1102.060059,1103.290039,1489500000.0,1103.290039
40,GOOGL,2004-10-15,0.00463710716176,0.00461388870599,0.00458840765323,0.00461343469226,13194700,0.00369335377833,1.056061,59.13804,2.719721,1103.290039,1113.170044,1102.140015,1108.199951,1645100000.0,1108.199951
41,GOOGL,2004-10-18,0.00458175485857,0.00473121789721,0.00456448787473,0.00477510175057,14036300,0.00382277869378,2.527526,59.507483,4.541541,1108.199951,1114.459961,1103.329956,1114.02002,1373300000.0,1114.02002
42,GOOGL,2004-10-19,0.00481532210365,0.00483269167405,0.00476295802162,0.0047360455106,18109800,0.00379151164567,-0.610611,59.845543,3.451951,1114.02002,1117.959961,1103.150024,1103.22998,1737500000.0,1103.22998
43,GOOGL,2004-10-20,0.00473629322978,0.00472455883499,0.00451244634474,0.00449754650374,22722600,0.00360057773023,-3.728729,60.083492,0.447448,1103.22998,1104.089966,1094.25,1103.660034,1685700000.0,1103.660034
44,GOOGL,2004-10-21,0.00462014948516,0.00476070847835,0.00457774095474,0.00478214448124,29149800,0.00382841690229,4.449448,60.409742,3.474973,1103.660034,1108.869995,1098.469971,1106.48999,1673000000.0,1106.48999
45,GOOGL,2004-10-22,0.00545651180133,0.00571329459773,0.00530374051846,0.00552005076945,73710000,0.00441915872881,11.536537,60.972602,13.274774,1106.48999,1108.140015,1095.469971,1095.73999,1469600000.0,1095.73999
46,GOOGL,2004-10-25,0.00564400572487,0.00616548698614,0.0055775254916,0.0059992896491,65462800,0.00480282056771,7.492493,61.670925,18.157658,1095.73999,1096.810059,1090.290039,1094.800049,1380500000.0,1094.800049
47,GOOGL,2004-10-26,0.00596204050213,0.0061087255007,0.00581834016104,0.0058200152519,44569500,0.00465929977256,-2.802803,62.28176,13.132633,1094.810059,1111.099976,1094.810059,1111.089966,1685400000.0,1111.089966
48,GOOGL,2004-10-27,0.00584621719239,0.00600978850645,0.00587555390457,0.00595351081131,26686200,0.00476617159795,2.087089,62.910256,12.963966,1111.089966,1126.290039,1107.430054,1125.400024,1741900000.0,1125.400024
49,GOOGL,2004-10-28,0.00597291919457,0.00616421859485,0.00599935519028,0.00618816831999,29663900,0.00495403017349,3.668671,63.586986,14.065069,1125.339966,1130.670044,1120.599976,1127.439941,1628200000.0,1127.439941
50,GOOGL,2004-10-29,0.0063635844185,0.00634052945572,0.00616097575211,0.00610301259716,42282600,0.00488585751032,-1.331337,64.49089,10.404904,1127.439941,1131.400024,1124.619995,1130.199951,1500800000.0,1130.199951
51,GOOGL,2004-11-01,0.0061927282486,0.00626822966164,0.00618263287507,0.00627556439654,24425300,0.00502399643503,2.697701,65.368968,10.756759,1130.199951,1133.410034,1127.599976,1130.51001,1395900000.0,1130.51001
52,GOOGL,2004-11-02,0.00636006449806,0.00631833211659,0.00624954414323,0.00623842892166,22669900,0.00499426705687,-0.580582,66.224524,7.827328,1130.51001,1140.47998,1128.119995,1130.560059,1659000000.0,1130.560059
53,GOOGL,2004-11-03,0.00634086716876,0.00639285206316,0.00616582475685,0.00613598647301,27749600,0.0049122552105,-1.601601,67.093393,3.664165,1130.540039,1147.569946,1130.540039,1143.199951,1767500000.0,1143.199951
54,GOOGL,2004-11-04,0.00602923133062,0.00603769359054,0.0059266262607,0.00591285393909,28790300,0.00473362316675,-3.488487,67.881181,1.59209,1143.199951,1161.670044,1142.339966,1161.670044,1782700000.0,1161.670044
55,GOOGL,2004-11-05,0.00582254010979,0.00578083793239,0.00544822923608,0.00542144981898,39626500,0.00434022227355,-7.682686,68.496196,9.120622,1161.670044,1170.869995,1160.660034,1166.170044,1724400000.0,1166.170044
56,GOOGL,2004-11-08,0.00546899023654,0.00556330335562,0.00547570453765,0.00552389226764,22361200,0.00442223411992,1.601601,69.160861,6.775778,1166.170044,1166.77002,1162.319946,1164.890015,1358700000.0,1164.890015
57,GOOGL,2004-11-09,0.00557041592526,0.00555569300787,0.00534220627682,0.00540064118359,22106200,0.00432356362766,-1.926926,69.828429,8.047048,1164.890015,1168.959961,1162.47998,1164.079956,1450800000.0,1164.079956
58,GOOGL,2004-11-10,0.00546067111976,0.00547070834954,0.00537646948036,0.00537375021609,21266700,0.00430203563384,-0.420418,70.483985,7.56106,1164.079956,1169.25,1162.51001,1162.910034,1504300000.0,1162.910034
59,GOOGL,2004-11-11,0.00541139828066,0.0058268181077,0.0054165513797,0.00585907145987,29941000,0.00469056682067,7.587586,71.312514,0.541041,1162.910034,1174.800049,1162.910034,1173.47998,1393000000.0,1173.47998
60,GOOGL,2004-11-12,0.00592652585408,0.00601866724549,0.00573429753354,0.00582641774888,33458700,0.00466442540734,-0.510513,72.11822,0.46296,1173.47998,1184.170044,1171.430054,1184.170044,1531600000.0,1184.170044
61,GOOGL,2004-11-15,0.00577358722565,0.00597173575293,0.00577793502058,0.00591829606952,23779100,0.00473797994095,1.436439,72.967669,2.457958,1184.170044,1184.47998,1179.849976,1183.810059,1453300000.0,1183.810059
62,GOOGL,2004-11-16,0.00567920038597,0.00569109678293,0.0055219283739,0.00552357213478,41792900,0.00442197783306,-6.171173,73.677979,2.595597,1183.810059,1183.810059,1175.319946,1175.430054,1364400000.0,1175.430054
63,GOOGL,2004-11-17,0.00540787887215,0.00562862701345,0.00546277521594,0.00552229163539,36229500,0.00442095268562,-0.02002,74.380682,1.656157,1175.430054,1188.459961,1175.430054,1181.939941,1684200000.0,1181.939941
64,GOOGL,2004-11-18,0.00544851311943,0.00553095841049,0.00535707501294,0.00536350570871,33225900,0.0042938342495,-2.482483,75.033635,3.279781,1181.939941,1184.900024,1180.150024,1183.550049,1456700000.0,1183.550049
65,GOOGL,2004-11-19,0.0054104384478,0.00539016352055,0.00538261141728,0.00542305041921,17521000,0.00434150370785,0.930932,75.674976,2.351351,1183.550049,1184.0,1169.189941,1170.339966,1526600000.0,1170.339966
66,GOOGL,2004-11-22,0.0052622990157,0.00537494231767,0.00521420246862,0.00528539326078,24711600,0.00423130015327,-2.152154,76.251553,4.130632,1170.339966,1178.180054,1167.890015,1177.23999,1392700000.0,1177.23999
67,GOOGL,2004-11-23,0.0053742834419,0.00541711779476,0.00538196493503,0.00536286547502,24801700,0.00429332172698,1.211213,76.812414,2.86036,1177.23999,1179.52002,1171.410034,1176.939941,1428300000.0,1176.939941
68,GOOGL,2004-11-24,0.00559345258603,0.00561943116865,0.00557623255943,0.00559464185205,30531400,0.00447887372078,3.623626,77.440642,0.417921,1176.939941,1182.459961,1176.939941,1181.76001,1149600000.0,1181.76001
69,GOOGL,2004-11-26,0.00562480839558,0.00570885473669,0.00566706354144,0.00574286317051,12947200,0.00459753453691,2.317315,78.095497,2.916918,1181.76001,1186.619995,1181.079956,1182.650024,504580000.0,1182.650024
70,GOOGL,2004-11-29,0.00577070769505,0.00580144977448,0.00573785312125,0.00579600538403,21311800,0.00464007830927,0.830833,78.731733,3.795298,1182.650024,1186.939941,1172.369995,1178.569946,1378500000.0,1178.569946
71,GOOGL,2004-11-30,0.00578190586251,0.00580303527152,0.00582642148005,0.00582577748318,15384600,0.00466391283362,0.465462,79.35856,4.405405,1178.569946,1178.660034,1173.810059,1173.819946,1553500000.0,1173.819946
72,GOOGL,2004-12-01,0.00582158027692,0.00578717988885,0.00580379466604,0.0057611107751,15712400,0.00461214293913,-1.011009,79.980382,3.023025,1173.780029,1191.369995,1173.780029,1191.369995,1772800000.0,1191.369995
73,GOOGL,2004-12-02,0.00575598963914,0.00575578670492,0.00577147035973,0.00574318327135,12509200,0.00459779077256,-0.280282,80.591193,2.397398,1191.369995,1194.800049,1186.719971,1190.329956,1774900000.0,1190.329956
74,GOOGL,2004-12-03,0.00575758938192,0.00574151681929,0.00574076222672,0.00577519674864,11726600,0.00462341966338,0.500504,81.187589,2.254258,1190.329956,1197.459961,1187.709961,1191.170044,1566700000.0,1191.170044
75,GOOGL,2004-12-06,0.00573135323559,0.00573010079028,0.00568969038777,0.00564362195434,12495400,0.00451808550793,-2.05706,81.752754,0.147647,1191.170044,1192.410034,1185.180054,1190.25,1354400000.0,1190.25
76,GOOGL,2004-12-07,0.0056312073347,0.00558740329755,0.00551287736384,0.00548803777236,13728000,0.00439353024764,-2.432427,82.284986,2.896891,1190.25,1192.170044,1177.069946,1177.069946,1533900000.0,1177.069946
77,GOOGL,2004-12-08,0.00545043281716,0.00550749268006,0.00545404744701,0.00544161818866,15068500,0.00435636834572,-0.725731,82.716618,3.745745,1177.069946,1184.050049,1177.069946,1182.810059,1525200000.0,1182.810059
78,GOOGL,2004-12-09,0.0054472333316,0.00550178490339,0.00544564337174,0.00555206424674,15292600,0.00444478761962,1.726731,83.140542,1.952448,1182.810059,1190.51001,1173.790039,1189.23999,1624700000.0,1189.23999
79,GOOGL,2004-12-10,0.00554897897527,0.00554554540187,0.00553679711002,0.00549508053504,8625700,0.00439916845615,-0.890892,83.561463,2.455953,1189.23999,1191.449951,1185.23999,1188.0,1443700000.0,1188.0
80,GOOGL,2004-12-13,0.00550866465095,0.00549163729739,0.00547732071094,0.00545666452875,9627500,0.00436841393055,-0.600602,83.940542,2.526024,1188.0,1198.73999,1188.0,1198.680054,1436100000.0,1198.680054
81,GOOGL,2004-12-14,0.00547122985724,0.00567048490913,0.00548216971569,0.00572045390288,22154600,0.00457959445672,4.124123,84.377279,1.762763,1198.680054,1205.290039,1197.839966,1203.380005,1544400000.0,1203.380005
82,GOOGL,2004-12-15,0.00569487827474,0.00572978368453,0.00571037778736,0.00575534851181,22919000,0.00460752987806,0.545548,84.791793,2.31732,1203.380005,1206.609985,1199.439941,1205.719971,1695800000.0,1205.719971
83,GOOGL,2004-12-16,0.00566160279945,0.00572344172807,0.00568742773223,0.00564938469782,17128400,0.00452269892744,-1.656655,85.186087,0.807311,1205.719971,1207.969971,1198.410034,1203.209961,1793900000.0,1203.209961
84,GOOGL,2004-12-17,0.00565552381529,0.00572375883382,0.00570682223197,0.00576495227328,14757600,0.00461521827904,1.806801,85.5988,2.630128,1203.209961,1203.209961,1193.48999,1194.199951,2335000000.0,1194.199951
